transaction_id,date,year,sender_state,receiver_state,sender_account,receiver_account,amount_inr,transaction_type,channel,risk_score,flagged
TX0001341,2018-03-16,2018,Assam,Assam,ACC703587,ACC989384,588517.16,Remittance,Hawala Network,0.08,False
TX0001342,2020-02-25,2020,Jammu and Kashmir,Jammu and Kashmir,ACC758415,ACC291057,123508.17,Remittance,Bank Transfer,0.17,False
TX0001343,2018-11-24,2018,Tamil Nadu,Kerala,ACC920931,ACC211062,113110.5,Trade Invoice Payment,UPI,0.25,False
TX0001344,2023-09-13,2023,Odisha,Bihar,ACC483522,ACC409336,646889.46,Hawala-linked Transfer,UPI,0.72,True
TX0001345,2021-11-26,2021,Manipur,Maharashtra,ACC509236,ACC184742,57794.2,Remittance,Cash,0.17,False
TX0001346,2019-02-12,2019,Andhra Pradesh,Jammu and Kashmir,ACC482669,ACC656493,40304.95,Remittance,Hawala Network,0.13,False
TX0001347,2019-04-02,2019,Manipur,Punjab,ACC591236,ACC351229,108428.48,Hawala-linked Transfer,Hawala Network,0.66,True
TX0001348,2019-06-08,2019,Delhi,Manipur,ACC965291,ACC423363,35881.18,Hawala-linked Transfer,Hawala Network,0.59,False
TX0001349,2022-12-12,2022,Bihar,Gujarat,ACC421024,ACC629709,256389.52,Trade Invoice Payment,Hawala Network,0.22,False
TX0001350,2023-08-06,2023,Manipur,West Bengal,ACC939426,ACC381042,365038.01,Remittance,UPI,0.24,False
TX0001351,2022-12-12,2022,Haryana,Delhi,ACC539915,ACC706691,255620.22,Trade Invoice Payment,Crypto Exchange,0.15,False
TX0001352,2022-04-22,2022,Telangana,Gujarat,ACC351041,ACC981194,137236.82,Cash Deposit,Bank Transfer,0.23,False
TX0001353,2021-09-24,2021,Punjab,Manipur,ACC301787,ACC548560,139504.27,Cash Deposit,Crypto Exchange,0.14,False
TX0001354,2024-06-10,2024,Karnataka,Kerala,ACC706240,ACC497662,332642.34,Trade Invoice Payment,Cash,0.23,False
TX0001355,2022-08-15,2022,Uttar Pradesh,Haryana,ACC634359,ACC934080,27200.19,Trade Invoice Payment,Bank Transfer,0.19,False
TX0001356,2023-07-09,2023,Maharashtra,Bihar,ACC736092,ACC250113,142768.68,Remittance,Bank Transfer,0.12,False
TX0001357,2022-06-14,2022,Gujarat,Gujarat,ACC579577,ACC347766,264463.94,Cash Deposit,Bank Transfer,0.19,False
TX0001358,2019-10-24,2019,Tamil Nadu,Madhya Pradesh,ACC197322,ACC734521,56478.31,Trade Invoice Payment,Bank Transfer,0.16,False
TX0001359,2019-01-03,2019,Rajasthan,Bihar,ACC961277,ACC480894,356074.77,Trade Invoice Payment,Hawala Network,0.16,False
TX0001360,2018-02-05,2018,Karnataka,Odisha,ACC373233,ACC935242,4574.1,Remittance,Crypto Exchange,0.1,False
TX0001361,2021-06-12,2021,Kerala,Jammu and Kashmir,ACC113742,ACC349705,49770.85,Trade Invoice Payment,UPI,0.22,False
TX0001362,2019-06-05,2019,Madhya Pradesh,Karnataka,ACC599078,ACC266901,60623.06,Hawala-linked Transfer,Bank Transfer,0.57,False
TX0001363,2020-09-07,2020,Gujarat,Karnataka,ACC757040,ACC404286,109948.91,Trade Invoice Payment,UPI,0.28,False
TX0001364,2023-02-09,2023,Karnataka,Tamil Nadu,ACC583634,ACC146086,67748.84,Remittance,UPI,0.13,False
TX0001365,2018-10-21,2018,Jammu and Kashmir,Telangana,ACC744451,ACC424435,129184.34,Trade Invoice Payment,Hawala Network,0.18,False
TX0001366,2022-11-13,2022,Haryana,Tamil Nadu,ACC410830,ACC955012,10484.39,Trade Invoice Payment,Bank Transfer,0.25,False
TX0001367,2022-05-16,2022,Punjab,Andhra Pradesh,ACC781199,ACC895754,178094.47,Trade Invoice Payment,Bank Transfer,0.28,False
TX0001368,2024-07-19,2024,Telangana,Delhi,ACC139551,ACC152816,43372.18,Cash Deposit,Crypto Exchange,0.12,False
TX0001369,2022-05-18,2022,Tamil Nadu,Manipur,ACC944963,ACC432512,313649.07,Cash Deposit,Hawala Network,0.13,False
TX0001370,2021-01-13,2021,Rajasthan,Kerala,ACC141754,ACC914518,82261.15,Trade Invoice Payment,Bank Transfer,0.2,False
TX0001371,2023-12-24,2023,Bihar,Jammu and Kashmir,ACC484181,ACC842653,113101.79,Trade Invoice Payment,UPI,0.27,False
TX0001372,2024-12-02,2024,Telangana,Assam,ACC328470,ACC987214,888577.05,Trade Invoice Payment,Hawala Network,0.21,False
TX0001373,2023-05-15,2023,Odisha,Bihar,ACC883733,ACC169671,10264.34,Hawala-linked Transfer,Crypto Exchange,0.68,True
TX0001374,2020-12-10,2020,Karnataka,Telangana,ACC592576,ACC532435,192856.65,Trade Invoice Payment,Hawala Network,0.16,False
TX0001375,2024-11-12,2024,Karnataka,Kerala,ACC933372,ACC646894,24648.1,Cash Deposit,Bank Transfer,0.17,False
TX0001376,2020-09-12,2020,Kerala,Karnataka,ACC638558,ACC758734,102599.16,Cash Deposit,Hawala Network,0.15,False
TX0001377,2022-10-21,2022,Madhya Pradesh,Haryana,ACC847510,ACC321188,114216.03,Trade Invoice Payment,Crypto Exchange,0.15,False
TX0001378,2023-05-08,2023,Manipur,Punjab,ACC688349,ACC414497,44358.73,Remittance,Bank Transfer,0.1,False
TX0001379,2020-10-15,2020,Karnataka,West Bengal,ACC591204,ACC815164,13046.9,Trade Invoice Payment,UPI,0.28,False
TX0001380,2019-06-15,2019,Rajasthan,Maharashtra,ACC392803,ACC946801,94269.13,Remittance,Cash,0.12,False
TX0001381,2020-04-17,2020,Karnataka,West Bengal,ACC677512,ACC280198,100531.9,Remittance,Crypto Exchange,0.12,False
TX0001382,2023-10-21,2023,Odisha,Andhra Pradesh,ACC676837,ACC489969,159484.31,Cash Deposit,Crypto Exchange,0.28,False
TX0001383,2024-10-13,2024,Karnataka,Madhya Pradesh,ACC254928,ACC806324,475626.0,Crypto Off-ramp,UPI,0.57,False
TX0001384,2021-05-08,2021,Maharashtra,Karnataka,ACC426619,ACC840340,304709.93,Remittance,Bank Transfer,0.26,False
TX0001385,2021-12-12,2021,Bihar,Assam,ACC258381,ACC357207,405626.14,Hawala-linked Transfer,Cash,0.6,False
TX0001386,2022-08-13,2022,Delhi,Punjab,ACC694175,ACC661857,179327.22,Trade Invoice Payment,UPI,0.18,False
TX0001387,2023-12-10,2023,Madhya Pradesh,Andhra Pradesh,ACC285225,ACC708121,27279.74,Remittance,Hawala Network,0.29,False
TX0001388,2020-09-26,2020,Bihar,Manipur,ACC342973,ACC460886,43752.45,Remittance,Bank Transfer,0.22,False
TX0001389,2018-08-22,2018,Gujarat,Rajasthan,ACC383341,ACC903948,23703.02,Trade Invoice Payment,Hawala Network,0.23,False
TX0001390,2018-06-19,2018,West Bengal,Odisha,ACC719338,ACC847484,36217.07,Hawala-linked Transfer,Cash,0.68,True
TX0001391,2018-12-07,2018,Punjab,Bihar,ACC797699,ACC418102,18716.45,Trade Invoice Payment,UPI,0.19,False
TX0001392,2021-11-08,2021,Andhra Pradesh,Bihar,ACC404738,ACC737756,54064.61,Hawala-linked Transfer,Hawala Network,0.71,True
TX0001393,2022-05-12,2022,Punjab,Bihar,ACC582596,ACC950356,42623.62,Trade Invoice Payment,Crypto Exchange,0.22,False
TX0001394,2024-07-03,2024,Uttar Pradesh,Manipur,ACC479626,ACC407237,102639.79,Hawala-linked Transfer,Crypto Exchange,0.66,True
TX0001395,2024-11-06,2024,Madhya Pradesh,Gujarat,ACC586059,ACC115642,6405.55,Remittance,Cash,0.26,False
TX0001396,2022-06-12,2022,Madhya Pradesh,Haryana,ACC613394,ACC483704,43327.43,Cash Deposit,Bank Transfer,0.19,False
TX0001397,2018-11-26,2018,Karnataka,Telangana,ACC216776,ACC585812,181981.49,Trade Invoice Payment,Hawala Network,0.22,False
TX0001398,2021-05-17,2021,Mizoram,Madhya Pradesh,ACC748052,ACC207514,280567.1,Remittance,UPI,0.16,False
TX0001399,2022-01-14,2022,Kerala,Gujarat,ACC423409,ACC628063,290389.53,Trade Invoice Payment,Hawala Network,0.27,False
TX0001400,2018-05-22,2018,Gujarat,Rajasthan,ACC609446,ACC185804,34524.18,Cash Deposit,UPI,0.15,False
TX0001401,2023-10-04,2023,Uttar Pradesh,West Bengal,ACC652402,ACC242225,60506.25,Trade Invoice Payment,Hawala Network,0.25,False
TX0001402,2022-03-13,2022,Odisha,Rajasthan,ACC515574,ACC304393,53534.35,Remittance,Crypto Exchange,0.29,False
TX0001403,2022-02-27,2022,Gujarat,Punjab,ACC253007,ACC833198,187896.89,Trade Invoice Payment,Crypto Exchange,0.21,False
TX0001404,2021-08-25,2021,Kerala,Delhi,ACC958565,ACC620478,1211742.88,Remittance,Cash,0.13,False
TX0001405,2020-09-16,2020,Uttar Pradesh,Maharashtra,ACC101758,ACC260475,23411.21,Remittance,Hawala Network,0.22,False
TX0001406,2020-10-13,2020,Kerala,Kerala,ACC870365,ACC872820,54302.72,Cash Deposit,Bank Transfer,0.19,False
TX0001407,2020-07-16,2020,Rajasthan,Uttar Pradesh,ACC818914,ACC902356,393727.21,Remittance,UPI,0.1,False
TX0001408,2021-03-17,2021,Odisha,West Bengal,ACC419843,ACC484350,92749.72,Trade Invoice Payment,Crypto Exchange,0.2,False
TX0001409,2022-12-01,2022,Punjab,Karnataka,ACC979328,ACC133178,203583.82,Remittance,Cash,0.2,False
TX0001410,2023-06-26,2023,Maharashtra,Tamil Nadu,ACC411140,ACC175629,66004.08,Remittance,Cash,0.27,False
TX0001411,2018-03-23,2018,Karnataka,Maharashtra,ACC145846,ACC942443,50227.94,Shell Company Transfer,Bank Transfer,0.6,False
TX0001412,2023-08-19,2023,Tamil Nadu,Odisha,ACC762653,ACC469928,326582.97,Trade Invoice Payment,Crypto Exchange,0.11,False
TX0001413,2022-12-24,2022,Karnataka,Maharashtra,ACC411885,ACC425616,106752.91,Trade Invoice Payment,UPI,0.26,False
TX0001414,2018-04-22,2018,Gujarat,Rajasthan,ACC962009,ACC711170,103754.72,Remittance,Hawala Network,0.19,False
TX0001415,2018-03-15,2018,Andhra Pradesh,Assam,ACC691072,ACC608879,224689.85,Trade Invoice Payment,Crypto Exchange,0.23,False
TX0001416,2018-05-19,2018,Andhra Pradesh,West Bengal,ACC582413,ACC500748,691643.07,Shell Company Transfer,Bank Transfer,0.71,True
TX0001417,2024-09-10,2024,Mizoram,Kerala,ACC584818,ACC288977,130086.7,Remittance,Bank Transfer,0.18,False
TX0001418,2024-01-09,2024,Tamil Nadu,Haryana,ACC605037,ACC162492,250430.01,Cash Deposit,UPI,0.16,False
TX0001419,2019-05-24,2019,Tamil Nadu,Uttar Pradesh,ACC314983,ACC590332,54987.14,Trade Invoice Payment,Crypto Exchange,0.2,False
TX0001420,2022-12-24,2022,Uttar Pradesh,Gujarat,ACC859605,ACC343876,800336.84,Remittance,UPI,0.14,False
TX0001421,2023-03-01,2023,West Bengal,Jammu and Kashmir,ACC327370,ACC319038,200074.08,Shell Company Transfer,UPI,0.62,False
TX0001422,2018-11-20,2018,Rajasthan,Madhya Pradesh,ACC331827,ACC180415,68335.35,Trade Invoice Payment,Cash,0.19,False
TX0001423,2020-10-08,2020,Telangana,Jammu and Kashmir,ACC541725,ACC224734,17283.23,Trade Invoice Payment,Bank Transfer,0.19,False
TX0001424,2019-07-26,2019,Uttar Pradesh,Jammu and Kashmir,ACC858557,ACC415890,69131.8,Trade Invoice Payment,UPI,0.27,False
TX0001425,2021-08-05,2021,Jammu and Kashmir,Odisha,ACC636555,ACC529489,169046.54,Trade Invoice Payment,UPI,0.28,False
TX0001426,2023-11-16,2023,Haryana,Mizoram,ACC719003,ACC989890,30805.89,Cash Deposit,Hawala Network,0.17,False
TX0001427,2024-05-09,2024,Mizoram,West Bengal,ACC972612,ACC341579,74208.67,Trade Invoice Payment,UPI,0.13,False
TX0001428,2024-08-09,2024,Haryana,Karnataka,ACC840283,ACC474120,128728.29,Cash Deposit,UPI,0.27,False
TX0001429,2019-12-21,2019,Gujarat,Tamil Nadu,ACC355325,ACC450908,253467.79,Hawala-linked Transfer,UPI,0.65,True
TX0001430,2024-01-26,2024,Odisha,Gujarat,ACC812503,ACC330137,92121.94,Shell Company Transfer,Bank Transfer,0.69,True
TX0001431,2021-04-12,2021,Bihar,Bihar,ACC614410,ACC311323,50341.46,Remittance,Cash,0.02,False
TX0001432,2019-04-07,2019,West Bengal,Andhra Pradesh,ACC912946,ACC842615,712720.74,Remittance,Bank Transfer,0.3,False
TX0001433,2021-05-21,2021,Gujarat,Gujarat,ACC644869,ACC874430,45685.68,Trade Invoice Payment,Crypto Exchange,0.2,False
TX0001434,2022-08-22,2022,Rajasthan,Gujarat,ACC479750,ACC345157,1143359.57,Remittance,Cash,0.22,False
TX0001435,2022-06-08,2022,Odisha,Madhya Pradesh,ACC333310,ACC978718,148220.23,Remittance,UPI,0.29,False
TX0001436,2023-04-12,2023,Manipur,West Bengal,ACC848281,ACC350364,165070.2,Remittance,UPI,0.25,False
TX0001437,2021-09-19,2021,Tamil Nadu,Rajasthan,ACC206671,ACC261014,642600.95,Trade Invoice Payment,Bank Transfer,0.29,False
TX0001438,2024-12-24,2024,Kerala,Gujarat,ACC665731,ACC542166,43794.2,Trade Invoice Payment,Cash,0.26,False
TX0001439,2023-10-04,2023,Rajasthan,Delhi,ACC595665,ACC852156,87358.31,Shell Company Transfer,Crypto Exchange,0.63,False
TX0001440,2018-01-12,2018,Haryana,Haryana,ACC759832,ACC168581,14366.47,Cash Deposit,Cash,0.09,False
TX0001441,2019-10-01,2019,Delhi,Odisha,ACC776144,ACC466416,61467.93,Crypto Off-ramp,UPI,0.74,True
TX0001442,2018-12-05,2018,Rajasthan,West Bengal,ACC459981,ACC797395,30488.63,Trade Invoice Payment,Cash,0.15,False
TX0001443,2019-03-16,2019,Mizoram,Odisha,ACC250385,ACC914910,403517.47,Cash Deposit,Bank Transfer,0.2,False
TX0001444,2024-08-24,2024,Rajasthan,Delhi,ACC307254,ACC668696,131739.75,Shell Company Transfer,Crypto Exchange,0.72,True
TX0001445,2019-04-08,2019,Karnataka,West Bengal,ACC172793,ACC867003,35320.75,Remittance,Cash,0.27,False
TX0001446,2023-12-13,2023,Maharashtra,Madhya Pradesh,ACC886810,ACC311230,9282.97,Cash Deposit,Hawala Network,0.22,False
TX0001447,2020-03-19,2020,West Bengal,Haryana,ACC338393,ACC532796,213159.92,Hawala-linked Transfer,Hawala Network,0.71,True
TX0001448,2020-06-10,2020,Telangana,Madhya Pradesh,ACC224140,ACC582866,383056.64,Cash Deposit,UPI,0.14,False
TX0001449,2023-05-03,2023,Odisha,West Bengal,ACC562067,ACC435094,41577.5,Trade Invoice Payment,UPI,0.15,False
TX0001450,2020-06-14,2020,Gujarat,Kerala,ACC569296,ACC775055,173602.38,Trade Invoice Payment,Crypto Exchange,0.16,False
TX0001451,2018-09-22,2018,Delhi,Kerala,ACC906451,ACC223222,108397.02,Trade Invoice Payment,Hawala Network,0.12,False
TX0001452,2019-07-06,2019,West Bengal,Haryana,ACC948971,ACC769011,48764.83,Remittance,Bank Transfer,0.21,False
TX0001453,2024-10-17,2024,Andhra Pradesh,Gujarat,ACC581438,ACC233066,294999.02,Trade Invoice Payment,Hawala Network,0.25,False
TX0001454,2023-12-03,2023,Tamil Nadu,Mizoram,ACC920432,ACC212215,14257.5,Trade Invoice Payment,Crypto Exchange,0.17,False
TX0001455,2023-06-12,2023,Manipur,Tamil Nadu,ACC708879,ACC249307,117828.32,Cash Deposit,Hawala Network,0.21,False
TX0001456,2023-01-09,2023,Odisha,West Bengal,ACC664834,ACC176433,144922.46,Shell Company Transfer,Cash,0.62,False
TX0001457,2021-07-01,2021,Punjab,Mizoram,ACC487413,ACC764293,7629.78,Remittance,Cash,0.18,False
TX0001458,2019-12-15,2019,Delhi,Manipur,ACC526555,ACC634408,60240.57,Hawala-linked Transfer,Crypto Exchange,0.59,False
TX0001459,2019-04-11,2019,Assam,Assam,ACC987448,ACC201154,16420.18,Cash Deposit,UPI,0.13,False
TX0001460,2020-12-02,2020,Manipur,Odisha,ACC433133,ACC769686,54416.95,Trade Invoice Payment,UPI,0.17,False
TX0001461,2020-07-03,2020,Mizoram,Odisha,ACC762138,ACC714520,213657.1,Remittance,UPI,0.13,False
TX0001462,2023-02-23,2023,Maharashtra,Bihar,ACC474753,ACC734449,1218.88,Remittance,Cash,0.28,False
TX0001463,2018-04-06,2018,Andhra Pradesh,Haryana,ACC841053,ACC143038,73420.66,Remittance,Hawala Network,0.27,False
TX0001464,2018-02-26,2018,Kerala,Tamil Nadu,ACC431164,ACC189891,133385.29,Shell Company Transfer,Bank Transfer,0.6,False
TX0001465,2019-06-03,2019,Manipur,Haryana,ACC101062,ACC569382,107983.96,Cash Deposit,Bank Transfer,0.1,False
TX0001466,2019-09-03,2019,Jammu and Kashmir,Punjab,ACC957031,ACC797000,95158.37,Shell Company Transfer,Crypto Exchange,0.67,True
TX0001467,2021-03-04,2021,Rajasthan,Haryana,ACC155700,ACC485507,13874.79,Hawala-linked Transfer,UPI,0.69,True
TX0001468,2023-09-20,2023,Madhya Pradesh,Uttar Pradesh,ACC404673,ACC455710,22821.16,Shell Company Transfer,Crypto Exchange,0.68,True
TX0001469,2018-10-01,2018,Madhya Pradesh,Madhya Pradesh,ACC153862,ACC955189,233460.75,Trade Invoice Payment,Crypto Exchange,0.17,False
TX0001470,2024-05-22,2024,Gujarat,Odisha,ACC116627,ACC312839,131493.09,Trade Invoice Payment,Crypto Exchange,0.15,False
TX0001471,2021-03-17,2021,Delhi,Telangana,ACC326531,ACC736276,152694.18,Remittance,Bank Transfer,0.26,False
TX0001472,2019-12-17,2019,Punjab,Andhra Pradesh,ACC298071,ACC279152,389662.95,Shell Company Transfer,Crypto Exchange,0.74,True
TX0001473,2019-02-20,2019,Gujarat,Telangana,ACC429282,ACC772556,276301.54,Trade Invoice Payment,Hawala Network,0.23,False
TX0001474,2021-01-07,2021,Uttar Pradesh,West Bengal,ACC950382,ACC142954,319325.81,Trade Invoice Payment,Hawala Network,0.2,False
TX0001475,2023-10-21,2023,Assam,Telangana,ACC887347,ACC499456,61699.11,Cash Deposit,UPI,0.16,False
TX0001476,2023-03-02,2023,Haryana,Telangana,ACC256277,ACC928750,59265.68,Shell Company Transfer,UPI,0.69,True
TX0001477,2023-11-12,2023,Gujarat,Karnataka,ACC230583,ACC775091,412114.04,Cash Deposit,UPI,0.28,False
TX0001478,2022-03-15,2022,Andhra Pradesh,Maharashtra,ACC648788,ACC241956,117131.91,Remittance,Bank Transfer,0.13,False
TX0001479,2021-10-03,2021,Andhra Pradesh,Jammu and Kashmir,ACC739107,ACC958404,56576.14,Cash Deposit,Bank Transfer,0.2,False
TX0001480,2020-07-17,2020,Bihar,Madhya Pradesh,ACC458604,ACC821572,51772.6,Shell Company Transfer,Cash,0.6,False
TX0001481,2018-10-15,2018,Maharashtra,Punjab,ACC343190,ACC548260,46256.63,Trade Invoice Payment,Crypto Exchange,0.24,False
TX0001482,2024-06-14,2024,Manipur,Rajasthan,ACC433666,ACC702153,45932.81,Trade Invoice Payment,Bank Transfer,0.29,False
TX0001483,2023-05-17,2023,Maharashtra,Tamil Nadu,ACC215571,ACC706311,36802.17,Cash Deposit,Bank Transfer,0.23,False
TX0001484,2020-03-13,2020,West Bengal,Manipur,ACC937073,ACC795376,121031.09,Crypto Off-ramp,Cash,0.6,False
TX0001485,2020-02-19,2020,Andhra Pradesh,Karnataka,ACC463215,ACC109229,226348.8,Remittance,Hawala Network,0.24,False
TX0001486,2022-02-16,2022,Haryana,Bihar,ACC444927,ACC252875,329036.26,Shell Company Transfer,Cash,0.71,True
TX0001487,2020-06-15,2020,Gujarat,Madhya Pradesh,ACC509013,ACC278711,613673.27,Trade Invoice Payment,Hawala Network,0.16,False
TX0001488,2020-06-06,2020,Telangana,Assam,ACC790364,ACC706637,697557.26,Remittance,Crypto Exchange,0.29,False
TX0001489,2020-08-26,2020,Gujarat,Manipur,ACC952949,ACC494680,32821.03,Hawala-linked Transfer,Hawala Network,0.72,True
TX0001490,2018-10-09,2018,Mizoram,Manipur,ACC828394,ACC197545,838072.35,Remittance,Bank Transfer,0.24,False
TX0001491,2018-12-06,2018,Jammu and Kashmir,Assam,ACC762833,ACC557042,12556.12,Remittance,UPI,0.26,False
TX0001492,2023-11-27,2023,Uttar Pradesh,Kerala,ACC402979,ACC925675,131627.22,Hawala-linked Transfer,Cash,0.65,True
TX0001493,2022-08-25,2022,Karnataka,West Bengal,ACC545247,ACC966265,35949.2,Trade Invoice Payment,Hawala Network,0.14,False
TX0001494,2024-04-11,2024,Assam,Jammu and Kashmir,ACC574188,ACC702730,101702.82,Cash Deposit,Bank Transfer,0.28,False
TX0001495,2020-10-13,2020,Telangana,Haryana,ACC501101,ACC772212,66685.04,Hawala-linked Transfer,Hawala Network,0.7,True
TX0001496,2020-06-23,2020,Assam,Andhra Pradesh,ACC634318,ACC162181,206969.41,Crypto Off-ramp,Cash,0.59,False
TX0001497,2022-08-16,2022,Bihar,Jammu and Kashmir,ACC813548,ACC863647,103267.87,Cash Deposit,Crypto Exchange,0.3,False
TX0001498,2018-11-10,2018,Andhra Pradesh,Kerala,ACC229693,ACC962243,139064.45,Trade Invoice Payment,Cash,0.21,False
TX0001499,2024-05-01,2024,Karnataka,Madhya Pradesh,ACC920707,ACC230011,58961.79,Trade Invoice Payment,Cash,0.23,False
TX0001500,2024-06-03,2024,Madhya Pradesh,Maharashtra,ACC226945,ACC992726,921993.51,Trade Invoice Payment,Cash,0.13,False
TX0001501,2021-05-21,2021,Madhya Pradesh,Uttar Pradesh,ACC555504,ACC666829,23378.99,Trade Invoice Payment,Cash,0.26,False
TX0001502,2021-10-04,2021,Tamil Nadu,West Bengal,ACC217857,ACC964946,158223.2,Hawala-linked Transfer,Bank Transfer,0.68,True
TX0001503,2019-02-07,2019,Maharashtra,Assam,ACC372165,ACC754856,6826.08,Shell Company Transfer,Bank Transfer,0.58,False
TX0001504,2021-12-21,2021,Andhra Pradesh,Uttar Pradesh,ACC432053,ACC179400,142432.54,Crypto Off-ramp,Crypto Exchange,0.74,True
TX0001505,2019-07-04,2019,West Bengal,Bihar,ACC381852,ACC260266,90170.68,Hawala-linked Transfer,UPI,0.74,True
TX0001506,2020-05-01,2020,West Bengal,Assam,ACC940950,ACC608970,444327.54,Trade Invoice Payment,Crypto Exchange,0.14,False
TX0001507,2020-04-03,2020,Assam,Kerala,ACC288535,ACC979704,16426.05,Trade Invoice Payment,Cash,0.21,False
TX0001508,2023-06-23,2023,Odisha,Kerala,ACC248076,ACC261361,5785.92,Trade Invoice Payment,Bank Transfer,0.26,False
TX0001509,2024-08-22,2024,Andhra Pradesh,Andhra Pradesh,ACC259770,ACC326826,24815.54,Remittance,Crypto Exchange,0.19,False
TX0001510,2018-07-18,2018,Uttar Pradesh,Manipur,ACC613013,ACC271750,40176.34,Trade Invoice Payment,Bank Transfer,0.22,False
TX0001511,2021-12-13,2021,Manipur,Delhi,ACC519069,ACC131548,261567.59,Trade Invoice Payment,Cash,0.11,False
TX0001512,2022-06-27,2022,Madhya Pradesh,Manipur,ACC929469,ACC529273,84014.63,Cash Deposit,Bank Transfer,0.23,False
TX0001513,2024-05-18,2024,West Bengal,Andhra Pradesh,ACC660572,ACC346821,43562.92,Trade Invoice Payment,Hawala Network,0.3,False
TX0001514,2018-11-27,2018,Telangana,Karnataka,ACC717172,ACC922771,349200.65,Trade Invoice Payment,Bank Transfer,0.25,False
TX0001515,2018-02-04,2018,Punjab,Gujarat,ACC501541,ACC471414,254900.61,Cash Deposit,UPI,0.22,False
TX0001516,2021-04-18,2021,Kerala,Bihar,ACC738876,ACC249187,237596.82,Hawala-linked Transfer,Crypto Exchange,0.74,True
TX0001517,2023-08-26,2023,Odisha,Maharashtra,ACC413848,ACC635575,19913.3,Remittance,Crypto Exchange,0.27,False
TX0001518,2022-09-17,2022,Madhya Pradesh,Assam,ACC468387,ACC982084,31593.35,Trade Invoice Payment,Hawala Network,0.16,False
TX0001519,2023-07-06,2023,West Bengal,Uttar Pradesh,ACC733728,ACC158798,210031.05,Remittance,Hawala Network,0.11,False
TX0001520,2022-08-17,2022,Kerala,Odisha,ACC678011,ACC308266,18158.48,Trade Invoice Payment,Crypto Exchange,0.23,False
TX0001521,2018-08-14,2018,Assam,Karnataka,ACC534559,ACC844194,313774.16,Trade Invoice Payment,UPI,0.16,False
TX0001522,2024-11-14,2024,Madhya Pradesh,Mizoram,ACC966288,ACC163522,7469.47,Hawala-linked Transfer,UPI,0.7,True
TX0001523,2020-01-06,2020,Andhra Pradesh,Maharashtra,ACC606661,ACC426633,154919.97,Hawala-linked Transfer,Cash,0.64,False
TX0001524,2024-05-08,2024,Manipur,Delhi,ACC454010,ACC818572,267503.37,Cash Deposit,Hawala Network,0.13,False
TX0001525,2022-08-22,2022,Odisha,Tamil Nadu,ACC500909,ACC870858,772570.75,Cash Deposit,Bank Transfer,0.24,False
TX0001526,2019-03-03,2019,West Bengal,Punjab,ACC250619,ACC701011,480716.41,Trade Invoice Payment,Bank Transfer,0.1,False
TX0001527,2024-11-12,2024,Karnataka,Odisha,ACC423217,ACC988366,10129.49,Crypto Off-ramp,Crypto Exchange,0.63,False
TX0001528,2018-08-24,2018,Delhi,Assam,ACC442998,ACC124004,12187.12,Remittance,Bank Transfer,0.3,False
TX0001529,2020-05-08,2020,Assam,West Bengal,ACC113666,ACC822435,633863.34,Trade Invoice Payment,Crypto Exchange,0.22,False
TX0001530,2024-05-08,2024,West Bengal,Telangana,ACC532460,ACC470846,142119.66,Trade Invoice Payment,Bank Transfer,0.25,False
TX0001531,2024-04-01,2024,Kerala,Madhya Pradesh,ACC725516,ACC503566,344073.47,Hawala-linked Transfer,UPI,0.61,False
TX0001532,2019-08-26,2019,Manipur,Maharashtra,ACC390621,ACC224429,144434.51,Remittance,Bank Transfer,0.21,False
TX0001533,2021-07-25,2021,Punjab,Delhi,ACC744039,ACC601520,45608.45,Trade Invoice Payment,Bank Transfer,0.28,False
TX0001534,2024-10-27,2024,Uttar Pradesh,Maharashtra,ACC246390,ACC830346,162927.94,Trade Invoice Payment,Crypto Exchange,0.24,False
TX0001535,2021-10-01,2021,Telangana,Rajasthan,ACC668496,ACC725548,174866.83,Cash Deposit,Hawala Network,0.11,False
TX0001536,2022-05-12,2022,Manipur,Jammu and Kashmir,ACC547156,ACC601491,92605.7,Trade Invoice Payment,UPI,0.17,False
TX0001537,2024-03-17,2024,Delhi,Andhra Pradesh,ACC619411,ACC815326,206408.12,Remittance,Hawala Network,0.26,False
TX0001538,2023-02-10,2023,Gujarat,Delhi,ACC704946,ACC571534,74907.87,Remittance,Bank Transfer,0.26,False
TX0001539,2020-07-15,2020,Jammu and Kashmir,Rajasthan,ACC508873,ACC878007,112477.86,Remittance,UPI,0.22,False
TX0001540,2021-08-16,2021,West Bengal,Kerala,ACC973283,ACC490258,12264.69,Crypto Off-ramp,Bank Transfer,0.59,False
TX0001541,2018-01-01,2018,Haryana,Bihar,ACC617715,ACC284481,127095.32,Remittance,UPI,0.2,False
TX0001542,2018-02-19,2018,Telangana,Delhi,ACC163589,ACC204717,655403.98,Trade Invoice Payment,Hawala Network,0.29,False
TX0001543,2021-01-06,2021,Karnataka,Punjab,ACC353834,ACC186059,42887.92,Remittance,Crypto Exchange,0.16,False
TX0001544,2022-03-23,2022,Rajasthan,Manipur,ACC154926,ACC969396,182442.93,Remittance,UPI,0.3,False
TX0001545,2023-02-02,2023,Odisha,Manipur,ACC243830,ACC475706,196900.17,Trade Invoice Payment,Crypto Exchange,0.18,False
TX0001546,2024-03-20,2024,Tamil Nadu,Rajasthan,ACC626538,ACC135458,205966.49,Trade Invoice Payment,Bank Transfer,0.26,False
